ID,Name,Age,Email,Date of Joining,Salary,Department,Performance Score,Remote Work,Manager ID
547,Lee Reed,61,arthurhill@gmail.com,2022-08-17,62562.11,Finance,3.24,True,84.0
548,Jeanne Wilcox,63,bryan29@yahoo.com,2012-01-08,64347.54,Sales,4.09,True,50.0
549,Morgan Roberson,59,hhuff@yahoo.com,2019-03-26,115257.77,Sales,2.83,True,33.0
550,Paula Villanueva,31,bryantantonio@gmail.com,2011-03-06,53771.32,Legal,1.61,False,92.0
551,Vicki Martinez,63,qconner@lyons-thompson.biz,2018-11-13,72518.6,Marketing,1.8,True,9.0
552,Natalie Patterson,35,conniebradley@fleming.com,2015-10-01,103024.15,Operations,2.73,True,97.0
553,Dillon Bennett,40,cannonamy@perez.org,2017-10-16,103405.58,Operations,3.11,False,20.0
554,Ricardo Russell,49,ravenmanning@hotmail.com,2023-09-22,97530.89,IT,2.4,True,75.0
555,Kaylee Watts,43,esmith@kirk.com,2023-02-10,55905.04,Sales,4.13,False,31.0
556,David Foster,46,bauerrussell@yahoo.com,2013-07-08,74547.45,HR,4.0,True,94.0
557,Todd Gutierrez,31,ayalakeith@gmail.com,2021-10-10,46759.04,Finance,4.71,True,26.0
558,Melanie Roberts,25,carrie22@mcbride.biz,2020-08-01,46955.96,IT,1.12,True,5.0
559,Paige Stein,44,wallen@hotmail.com,2011-08-03,69225.71,Finance,4.58,False,97.0
560,Gregory Stevens,35,jessica98@hotmail.com,2019-01-17,96473.3,Marketing,2.57,True,6.0
561,William Miller,22,william44@yahoo.com,2019-02-07,77392.58,Legal,4.51,False,65.0
562,James Elliott,61,ritteradam@rodriguez.com,2013-11-29,109801.49,IT,3.76,False,8.0
563,Alison Aguilar,65,zsmith@gmail.com,2018-08-03,104781.79,Sales,4.95,False,88.0
564,Andres Chavez,48,marydavis@villarreal.com,2021-07-22,32844.49,IT,4.04,False,57.0
565,Charles Leach,46,victoriapeterson@bishop.biz,2014-08-01,81157.71,Finance,2.46,False,31.0
566,Mrs. Lauren Stanley MD,26,haroldnichols@salazar-cervantes.com,2023-10-28,84824.51,HR,3.0,True,57.0
567,Joseph Valenzuela,45,mirandarobinson@gmail.com,2023-12-07,116541.76,HR,2.51,False,90.0
568,Russell Carson,24,evansholly@yahoo.com,2016-07-23,32091.3,Legal,2.46,True,99.0
569,Sara Malone,25,mendozacourtney@ross.com,2012-03-21,77799.34,Legal,2.04,True,97.0
570,Leslie Jones,44,lesliesmith@hotmail.com,2014-11-16,48430.32,Legal,2.98,True,84.0
571,Jeffrey Riley,29,rebeccawong@lawson-atkins.com,2019-09-24,34829.66,Operations,3.73,True,17.0
572,Austin Miller,55,amanda59@hotmail.com,2017-10-01,82873.97,HR,2.11,False,76.0
573,Sean Salas,47,obell@yahoo.com,2014-11-17,99534.37,Marketing,3.1,True,80.0
574,Jimmy Hartman,38,trevinomarvin@gregory-french.com,2010-10-01,99737.89,Sales,1.47,True,65.0
575,Crystal Cantrell,47,wmoreno@yahoo.com,2011-10-13,32725.96,Legal,1.64,False,37.0
576,James James,46,fbryant@hotmail.com,2020-10-01,66625.18,Operations,1.19,True,1.0
577,Linda Cook,41,frances58@gmail.com,2017-03-05,34005.87,IT,4.88,False,76.0
578,James Garcia,27,william18@jones.com,2012-03-27,52305.48,HR,1.02,True,18.0
579,Sarah Compton,18,lblack@yahoo.com,2020-02-04,47359.26,Sales,1.71,False,44.0
580,Phillip Ponce,56,wattsdaniel@gmail.com,2023-02-27,49366.43,Sales,3.45,True,85.0
581,Allison Ortiz,37,chasegreer@gmail.com,2021-12-24,60520.66,Finance,1.33,False,45.0
582,Stanley Ramsey,25,gregross@gmail.com,2015-12-04,54967.62,IT,4.53,True,46.0
583,Rebecca Bonilla,56,mariadorsey@yahoo.com,2016-05-29,116605.19,Operations,3.88,True,38.0
584,Lisa Davis,21,wbennett@hotmail.com,2016-09-28,61716.64,HR,4.87,False,64.0
585,Alison Smith,48,thompsonthomas@yahoo.com,2020-09-20,110475.53,Legal,3.03,True,82.0
586,Alexandria Jackson,55,vanderson@gmail.com,2022-10-24,46293.75,IT,2.2,True,88.0
587,Kristen Bass,59,whitevincent@gmail.com,2023-10-16,98737.22,Marketing,3.2,True,32.0
588,Brent Richardson,23,gkerr@yahoo.com,2012-04-19,35521.1,IT,4.72,False,17.0
589,James Martin,34,stephanie27@yahoo.com,2017-07-03,71648.51,HR,3.08,False,2.0
590,Sandy Sullivan,44,jturner@white.com,2021-05-22,30495.94,IT,2.07,False,61.0
591,Terry Soto,49,tbradley@barnes.com,2018-06-14,102926.17,Sales,4.51,False,93.0
592,Gina Gordon,24,wedwards@yahoo.com,2018-11-01,115543.74,Sales,2.49,False,25.0
593,Linda Spencer,43,brownrobert@jones-weaver.biz,2012-11-21,33159.66,Finance,1.01,False,77.0
594,Colton Owens,29,spencerkayla@castaneda.org,2019-08-03,114046.17,Marketing,1.99,True,50.0
595,Patricia Reed,35,rachel97@davis-stephenson.com,2013-01-22,99646.85,Legal,2.27,True,43.0
596,Jerry Scott,49,xbarton@hotmail.com,2013-08-18,62297.54,IT,4.44,False,60.0
597,Kathleen Sullivan,49,ryanjohnson@schwartz.com,2018-08-18,111798.89,HR,2.83,True,38.0
598,Austin Carlson,38,scottbeth@simmons-moore.com,2014-04-15,56663.15,Marketing,2.78,True,56.0
599,Michele Baker,44,michaelwright@hicks-moreno.com,2023-02-06,66836.58,Sales,2.34,True,17.0
600,John Cantu,57,krichardson@yahoo.com,2020-05-02,38704.01,IT,4.52,True,60.0
601,Debra Reilly,28,shannon98@carter.com,2011-10-03,89124.51,Marketing,4.78,False,37.0
602,Michael Fisher,56,amurphy@hotmail.com,2011-11-24,32664.07,Sales,4.97,True,89.0
603,Mike Garcia,22,huynhdaniel@hodge.com,2016-10-25,73641.47,Operations,2.51,True,42.0
604,Peter Gregory,57,stephaniebarrett@hotmail.com,2022-02-23,91487.27,Operations,4.86,False,44.0
605,Laura Kelly,33,masonkristen@yahoo.com,2013-08-23,103911.38,Sales,4.17,True,81.0
606,Amanda Strong,31,tom09@hotmail.com,2013-06-05,43494.73,Marketing,3.7,False,77.0
607,Sarah Mendez,53,jmccormick@thomas.biz,2013-11-04,97868.13,Sales,1.98,False,48.0
608,Mrs. Traci Hartman,56,zavalabryan@clay.com,2022-11-06,94716.93,Operations,1.87,True,50.0
609,Laura Patel,29,faulknerdebra@gmail.com,2015-02-01,80361.35,Finance,1.66,True,74.0
610,John Armstrong,57,david04@gmail.com,2020-09-30,82618.01,Legal,4.69,False,51.0
611,Mary Miller,29,samantha85@gmail.com,2015-05-27,38214.36,Sales,2.18,True,89.0
612,Sara Stevenson,54,robert36@hotmail.com,2016-02-24,84042.39,Sales,2.81,False,64.0
613,Danielle Lang,36,merrittbobby@yahoo.com,2014-11-30,64337.0,Operations,2.98,True,38.0
614,Angela Hall,29,brandonparker@yahoo.com,2017-10-20,108082.28,Operations,4.11,False,86.0
615,Kenneth Rodriguez,52,perezgeorge@anthony-miller.com,2020-12-24,58178.9,Legal,4.38,False,96.0
616,Jeffrey Curtis,34,austin92@yahoo.com,2013-05-27,81893.56,IT,1.56,False,72.0
617,Richard Obrien,46,jennifer12@wilkinson-moss.com,2019-01-27,68391.43,Marketing,2.71,False,30.0
618,Mark Hernandez,27,wwilliams@contreras.com,2013-02-05,108863.57,Marketing,4.37,False,24.0
619,Kelly Williams,55,paynelisa@gmail.com,2017-02-24,52852.5,IT,4.27,False,55.0
620,Scott Scott,26,davisrenee@yahoo.com,2016-09-16,37092.21,HR,1.41,True,27.0
621,Alex Shepherd,35,lisa19@hotmail.com,2019-06-15,97379.01,Finance,1.63,True,33.0
622,Eric King,62,angelakelly@long-beck.com,2012-04-22,67160.7,Operations,2.22,False,65.0
623,Steven Wilson,46,westelizabeth@yahoo.com,2023-10-23,83018.85,Operations,1.3,False,21.0
624,Juan Bauer,43,kathleen24@dixon-trujillo.com,2014-11-06,32375.04,Finance,2.7,True,65.0
625,Karen Delgado,48,susanbray@oneal.info,2018-05-16,115689.88,Legal,1.43,False,17.0
626,Matthew Sanchez,55,paul79@conner.com,2019-08-02,108985.65,Finance,3.27,True,76.0
627,Amanda Brown,48,markpetty@yahoo.com,2010-07-26,86148.11,HR,1.99,False,66.0
628,Mrs. Angela Hoffman,36,geaton@mann.com,2018-08-11,31532.69,Marketing,3.39,True,96.0
629,Nicole Lopez,30,kayla72@hotmail.com,2011-12-08,64017.88,IT,1.47,True,68.0
630,Tracey Griffin,19,bakerjoel@gmail.com,2018-12-17,118091.69,Legal,4.9,True,99.0
631,Stephen Swanson,45,charles78@morrow.net,2013-04-08,91319.73,Finance,4.73,False,64.0
632,Andrea Mccarthy,28,richduane@yahoo.com,2020-11-18,44488.91,Marketing,2.57,True,82.0
633,Christine Russell,21,rtaylor@chen.com,2019-07-28,71453.71,Legal,1.97,True,60.0
634,Larry Hart,34,bwood@hotmail.com,2018-11-15,117006.4,IT,2.0,False,43.0
635,Joseph Thomas,45,john51@hughes.com,2014-12-21,78123.74,Legal,2.93,True,33.0
636,Robert Sellers,24,trevoryoung@rodgers.org,2013-04-01,32215.31,Sales,1.16,False,55.0
637,Christine May,18,castillocody@daniels-fisher.info,2017-07-27,85779.49,Marketing,3.56,False,38.0
638,Karen Randolph,25,matthewmorris@hotmail.com,2011-08-21,54409.49,Finance,2.63,False,58.0
639,Bruce Johnson,43,bruce21@cook.org,2015-01-31,38896.14,Operations,2.51,False,83.0
640,Isaac Day,21,mckenzie59@hebert.net,2020-01-11,66261.76,Operations,4.24,True,67.0
641,Rhonda Hendricks,54,richardsgregory@lee.com,2018-04-30,80267.08,Legal,3.84,True,6.0
642,Toni Vazquez,62,imorgan@simon-jones.org,2014-12-28,31533.66,Sales,4.82,False,93.0
643,Laura Walton,39,malvarez@yahoo.com,2019-03-18,80314.21,HR,2.41,False,24.0
644,Deanna Crosby,26,zelliott@yahoo.com,2010-06-27,76008.28,Legal,4.59,True,32.0
645,Patricia Martinez,65,beverett@gmail.com,2018-04-17,101451.75,HR,4.08,True,58.0
646,Bonnie Bell,56,bowenveronica@benson.org,2012-06-19,68119.48,Marketing,2.43,True,88.0
647,Richard Roberts,60,matthew98@lee.com,2017-11-11,79810.54,Legal,3.49,False,8.0
648,Ashley Parks,51,brendathompson@gmail.com,2019-07-28,96780.84,HR,2.15,False,2.0
649,James Wolf,54,kimberly51@carey.info,2017-03-30,110743.13,HR,4.5,True,25.0
650,Kayla Deleon,22,williamjohnson@yahoo.com,2014-11-09,64203.11,IT,1.45,False,76.0
651,Alexandra Pham,45,scott82@gmail.com,2024-01-25,84147.01,IT,1.85,True,13.0
652,James Pennington,31,ibowen@haynes.com,2017-07-01,92514.98,HR,1.73,True,32.0
653,Jordan Smith,31,maydaniel@gmail.com,2019-03-15,33894.36,Finance,2.61,False,
654,Amanda Williams,59,fred96@osborne.info,2014-07-24,102068.45,HR,3.98,True,27.0
655,Isabella Fox,26,youngjulie@hotmail.com,2017-10-16,63968.72,Legal,3.11,True,23.0
656,Randy Martin,24,fieldscheryl@adams.org,2021-01-04,90321.5,Legal,2.95,False,79.0
657,David Jordan,48,kingram@yahoo.com,2011-02-21,72449.77,Sales,1.0,False,22.0
658,Casey Harrell,30,maryfuentes@yahoo.com,2017-09-09,93210.52,Finance,2.7,True,84.0
659,Larry Pratt,52,christineacosta@yahoo.com,2017-01-15,95189.79,Legal,1.25,True,46.0
660,Keith Weaver II,21,chaveznancy@hotmail.com,2020-08-10,47241.39,IT,1.83,True,78.0
661,David Floyd,58,maryrogers@castillo-griffin.com,2010-08-25,89595.68,Legal,4.73,True,34.0
662,Ryan Ramirez,34,jeremy16@yahoo.com,2016-08-29,106619.11,IT,1.86,True,1.0
663,Amanda Roth,23,suzanne78@yahoo.com,2018-12-13,51201.05,Legal,4.43,True,86.0
664,Todd Cooper,58,vlindsey@lin.com,2014-07-04,98236.51,Operations,4.21,False,84.0
665,Douglas Quinn,47,brobbins@hotmail.com,2022-08-13,87044.26,Sales,1.64,True,2.0
666,Anna Wilson,40,woodtimothy@yahoo.com,2022-07-10,115961.34,Finance,3.42,False,2.0
667,Stephen Jensen,55,riverapeggy@yahoo.com,2023-02-04,53422.19,Marketing,1.46,False,77.0
668,Yesenia Dennis,41,walkerjames@pierce.com,2022-11-12,43885.0,Sales,3.91,True,21.0
669,Lawrence Tucker,54,randykeith@ruiz.org,2019-05-26,58090.89,Marketing,3.55,True,39.0
670,Stephanie Johnson,61,parkerjonathan@jennings.org,2016-12-16,53216.29,Marketing,4.25,True,30.0
671,Peter Harrington,52,xjohnston@yahoo.com,2010-09-11,98114.95,HR,2.92,False,50.0
672,Shannon Schmidt,24,robertbecker@harper-white.com,2021-10-06,95979.84,Marketing,4.66,False,63.0
673,Rebecca Quinn,24,valdezsteven@chavez.com,2021-11-26,90271.64,HR,1.2,True,94.0
674,Barbara Stewart,42,sandra96@callahan.com,2018-09-08,49474.12,Operations,2.17,True,46.0
675,Dr. Megan Anderson,30,xdavis@gmail.com,2014-05-09,107562.61,Legal,3.86,False,45.0
676,Samuel Taylor,35,conniebond@gray.com,2011-03-11,116091.44,Legal,2.67,True,11.0
677,Michael Martin,49,smithamanda@hotmail.com,2020-11-04,77844.52,Marketing,1.69,True,74.0
678,Stephanie Potter,55,robertsrichard@harrell.org,2014-12-08,88443.55,Legal,1.43,False,55.0
679,Jessica Walker,18,uwest@grant-rangel.com,2021-09-12,75062.29,Marketing,4.27,False,100.0
680,Megan Mckinney,28,davidwilson@medina.org,2019-06-27,55520.19,HR,2.89,False,14.0
681,Yvonne Barnes,62,karen68@yahoo.com,2019-04-26,55753.28,Operations,4.53,True,89.0
682,Michelle Austin,22,staceywilliams@jones-guerrero.com,2019-10-07,58207.85,Sales,3.93,False,3.0
683,Cody Gordon,49,richardgonzales@yahoo.com,2014-08-27,47176.5,Legal,2.64,True,98.0
684,Monica Williams,28,fisheredward@yahoo.com,2010-10-12,111173.13,IT,2.49,True,22.0
685,Billy Brown,47,hallvanessa@hotmail.com,2013-01-24,107255.83,Finance,3.06,True,1.0
686,Nicole Boyd,51,rogersjessica@yahoo.com,2014-06-22,71547.54,Marketing,4.56,False,76.0
687,Rachel Barnett,59,annarobertson@schmidt-bailey.com,2021-04-06,63052.63,Marketing,3.95,True,68.0
688,Margaret Martin,31,julia08@moore.com,2019-12-03,114517.05,Sales,1.02,True,34.0
689,Cheryl Wells,37,ygreene@gmail.com,2024-06-06,50013.61,Legal,3.78,True,45.0
690,James Porter,59,james62@gmail.com,2012-01-20,79818.78,Sales,4.68,True,94.0
691,Lawrence Mitchell,30,jsullivan@richards.info,2010-07-09,34904.83,Legal,3.84,False,26.0
692,Cole Le,62,hollandbarbara@yahoo.com,2023-07-03,47208.2,Legal,1.71,True,49.0
693,Jeffrey Gilbert,61,bgraham@hotmail.com,2018-09-23,84362.42,Sales,2.93,True,25.0
694,Stephen Peters,34,jesse80@yahoo.com,2017-12-31,89596.53,Marketing,1.56,True,40.0
695,Sean Garcia,55,joshua47@chen.com,2021-03-22,82289.62,Marketing,2.44,True,23.0
696,Rachel Khan,32,dawn31@ramos-stephens.biz,2022-10-17,108264.13,IT,4.75,True,22.0
697,Kevin Woods,54,xjones@sellers.org,2013-05-11,119406.47,Legal,4.69,True,63.0
698,Danielle Hale,22,ronald08@drake.info,2016-06-29,98747.57,Legal,2.13,False,84.0
699,Christopher Carter,65,lli@yahoo.com,2018-04-28,71858.26,Legal,2.36,True,19.0
700,Jennifer Burke,18,petersmith@hotmail.com,2020-06-22,105054.12,HR,3.4,False,78.0
701,Jason Phillips,55,rothsylvia@yahoo.com,2015-10-22,40834.87,Operations,4.85,False,75.0
702,Steven Hunt,29,cochrandaniel@gmail.com,2020-02-15,91494.36,HR,1.59,False,64.0
703,Andrew Archer,62,irodriguez@gmail.com,2022-09-27,76650.4,Operations,2.03,True,52.0
704,Sherri Mitchell,23,eric31@yahoo.com,2022-10-31,46025.93,IT,4.49,True,75.0
705,John Thomas,58,zacharylawson@hotmail.com,2013-01-24,117564.03,Finance,2.97,False,80.0
706,Nicholas Lee,64,gbrock@gmail.com,2016-03-26,60459.37,Marketing,4.6,True,29.0
707,Charles Lopez,34,wle@hendrix.com,2020-09-14,85388.11,Marketing,1.74,False,
708,Erin Allen,34,jamestimothy@yahoo.com,2013-12-31,109073.48,Finance,3.13,True,6.0
709,Paula Brown,28,lmcdaniel@morgan.com,2022-09-02,75602.0,Finance,2.31,True,55.0
710,Crystal Parker,23,johngonzales@yahoo.com,2013-09-02,40362.41,HR,2.27,False,77.0
711,James Savage,41,zsullivan@stone-horn.com,2013-07-27,103686.52,Sales,2.79,False,4.0
712,Dawn Fitzpatrick,65,grodriguez@norris.info,2020-03-15,61789.24,Legal,2.73,True,82.0
713,Zachary Webster,21,lewisdawn@hotmail.com,2016-01-25,118476.02,Finance,2.43,False,82.0
714,Nicole Cox,56,johnsullivan@hotmail.com,2020-05-08,109544.29,Legal,4.66,False,82.0
715,Henry Coleman,36,maryguzman@gmail.com,2020-10-09,106810.44,Finance,3.93,True,17.0
716,Joan Wright,48,mboyd@yahoo.com,2019-02-20,62062.79,Legal,3.91,False,64.0
717,Vincent Smith,34,wpatrick@gmail.com,2012-09-01,98141.68,Sales,2.16,False,10.0
718,Jennifer Ward,49,cherylmendez@yahoo.com,2010-12-25,118769.62,Sales,3.31,True,53.0
719,Deborah Lopez,60,donna30@gmail.com,2022-02-21,77368.95,Legal,4.12,False,39.0
720,Theodore Howard,65,mark01@pham.com,2018-12-16,72365.89,Sales,4.18,True,42.0
721,Ariel Guzman,39,charlestrevor@smith-wilson.com,2012-11-28,31319.92,HR,2.38,False,81.0
722,Eric Higgins,51,uwashington@lewis.com,2015-01-06,93018.34,IT,4.08,False,80.0
723,Sara Wall,28,noahramirez@gmail.com,2023-04-16,107262.98,Operations,3.94,True,79.0
724,Robert Rice,62,perezjohn@stephens.org,2022-06-19,52271.15,IT,1.57,False,24.0
725,Joshua Larson,49,michael68@wyatt.com,2017-11-20,58352.21,IT,4.46,False,91.0
726,Michael Carpenter,37,michaelroberts@hotmail.com,2013-10-13,75060.93,Finance,2.77,False,7.0
727,George Vang,20,laurie90@mckay.com,2021-08-04,36487.21,Operations,2.95,True,43.0
728,Ricky Wright MD,37,brianna65@davis-jarvis.com,2012-04-15,38067.82,Legal,2.79,False,17.0
729,Jerry Ray,49,charris@castaneda.com,2012-12-15,67899.97,Finance,3.27,True,40.0
730,Stephen Campbell,37,fbenjamin@mack.com,2012-12-25,53509.71,HR,3.48,False,84.0
731,Brady Gonzalez,57,adamstimothy@brooks-ruiz.com,2019-09-18,66543.36,HR,2.99,True,95.0
732,Cynthia Wu,57,kathryn30@martinez.com,2018-03-03,70894.77,Sales,4.47,False,35.0
733,Laura Chavez,51,natalie24@brooks-cantrell.com,2012-12-26,117864.61,Sales,3.51,False,62.0
734,Deborah Mckinney,62,mayaaron@miles.com,2011-11-17,114983.38,IT,2.61,True,61.0
735,Christopher Contreras,62,dorothy68@simmons.com,2022-10-15,42575.71,Sales,2.67,True,77.0
736,Jenna Mueller,48,jamesromero@hotmail.com,2019-11-03,109432.74,Legal,4.24,True,42.0
737,Kara Morales,57,davegriffin@byrd-sparks.com,2015-08-04,37218.6,Marketing,2.39,False,34.0
738,Mark Byrd,30,hicksdavid@gmail.com,2011-07-04,75687.19,Operations,1.85,True,82.0
739,Joseph Fitzgerald,34,elizabeth98@hotmail.com,2019-07-22,44751.89,HR,1.24,False,9.0
740,Michael Morse,34,chris10@gmail.com,2021-04-07,62930.29,Operations,4.5,False,58.0
741,Wayne Green,24,shepherdrachel@bennett.com,2011-04-28,96900.62,Operations,4.67,False,96.0
742,Luis Smith,22,aford@gmail.com,2016-04-16,68205.49,IT,1.48,True,20.0
743,Brian Norris,63,michaelhart@hotmail.com,2017-07-04,102625.62,Legal,2.34,False,13.0
744,Jeremy Ramirez,38,johnbooth@potts.info,2017-06-11,94693.41,Finance,1.7,False,65.0
745,Christopher Edwards,48,kevin97@gmail.com,2016-05-29,114855.55,Sales,1.46,True,33.0
746,Courtney Howard,30,sherrimanning@rosales.biz,2019-12-01,78074.04,HR,4.6,True,71.0
747,Christopher Miller,51,kbooth@wilson.com,2011-02-19,102193.32,Marketing,1.23,False,91.0
748,Gregory Bailey,44,thomascummings@juarez.com,2011-04-28,59061.64,Sales,4.92,False,51.0
749,Melissa Fisher,36,christina68@yahoo.com,2024-05-20,61117.13,Sales,1.39,False,77.0
750,Jaime Cole,24,richardking@mann.net,2011-02-13,66045.94,Sales,4.45,True,57.0
751,Cathy Perez,20,maria88@gmail.com,2020-11-06,66982.42,HR,3.27,False,53.0
752,Eugene Cantu,44,harry54@hotmail.com,2021-06-16,39292.79,HR,2.47,True,85.0
753,Marcus Moore,64,andrewross@brown.com,2023-06-27,76718.9,Sales,2.37,False,20.0
754,Michael Christian,43,amy60@gonzalez.org,2016-08-08,38712.29,Legal,4.03,False,77.0
755,Spencer Suarez,31,kyle53@hotmail.com,2012-12-17,110078.59,IT,2.26,True,53.0
756,Daniel Mendez,45,caseyschneider@jones-benitez.com,2019-07-24,35566.03,HR,3.63,False,98.0
757,Jeffrey Jacobs,55,toddcastro@yahoo.com,2011-04-10,70472.5,HR,3.07,False,16.0
758,Carolyn Kent,63,srobinson@taylor.biz,2021-11-15,55622.47,Marketing,2.94,True,87.0
759,Denise Evans,39,adriana89@pugh-kidd.com,2023-01-17,43938.25,Marketing,4.6,True,84.0
760,George Robinson,61,ogriffin@riggs.com,2012-03-29,100545.3,IT,3.22,False,99.0
761,Curtis Turner,23,uharrell@phillips.info,2021-02-19,94343.92,Operations,4.31,True,100.0
762,Andrew Russell,43,curtis18@gmail.com,2019-03-05,43135.31,Finance,3.9,False,14.0
763,Paul Hutchinson,30,hunderwood@le.com,2019-09-13,86948.91,HR,1.15,False,74.0
764,Marie Farmer,24,bakerlauren@wilson.info,2012-04-21,101329.97,Operations,4.09,False,98.0
765,Ebony James,65,johnsonmartin@hotmail.com,2011-01-16,99599.9,Marketing,1.87,True,14.0
766,Jeffrey Newton,27,meganevans@hotmail.com,2021-03-18,38305.16,Operations,4.61,False,23.0
767,Tyler Rose,28,aaron15@yahoo.com,2018-03-27,91696.14,Finance,1.17,False,95.0
768,Joshua Allen,26,jacobwilson@yahoo.com,2011-12-15,94442.15,IT,2.33,True,61.0
769,Kristen Poole,44,anne90@hotmail.com,2024-03-26,107594.96,Sales,1.4,False,37.0
770,Jose Moore,34,tmiller@gmail.com,2017-04-09,75723.99,Legal,2.9,False,87.0
771,Veronica Smith,49,darrellrojas@hotmail.com,2020-12-25,71498.46,Legal,4.28,False,93.0
772,Kenneth Carney,48,paulwalter@torres.com,2013-06-13,116860.47,Legal,2.19,True,12.0
773,Alexandra Johnson,55,kfritz@hotmail.com,2016-02-10,101686.1,Sales,1.6,False,87.0
774,Jason Allen,56,keith41@smith.com,2022-02-06,80285.79,HR,2.32,True,97.0
775,Pamela Wolf,24,ashley98@martin-cunningham.com,2020-11-09,59755.54,HR,4.26,True,54.0
776,Jennifer Lewis,24,lisastein@gmail.com,2010-08-27,106071.42,Marketing,1.56,True,33.0
777,David Harris,19,crystalreynolds@hotmail.com,2022-01-25,70989.28,Operations,1.91,False,35.0
778,Jaclyn Martinez,65,davisbobby@sherman.biz,2018-10-01,38341.67,Sales,1.28,True,100.0
779,Marcus Bell,19,matthewjackson@mclaughlin.com,2019-07-27,70941.38,Marketing,3.82,True,14.0
780,Kathy Perez,39,rrowe@nguyen-pacheco.biz,2022-01-05,108477.16,Operations,2.58,False,81.0
781,Joann Anderson,64,erickeller@gmail.com,2014-11-15,70345.39,Finance,2.24,False,45.0
782,Noah Calderon,18,iwilliams@wells-lopez.com,2023-07-07,31291.42,Operations,3.87,False,65.0
783,Chad Scott DDS,40,smithwhitney@turner.org,2019-09-20,85033.68,HR,2.34,True,68.0
784,Ann Myers,54,brandon11@gmail.com,2021-11-15,119624.7,Operations,3.91,True,9.0
785,Dr. Melissa Barber,44,aaron96@gmail.com,2022-09-14,103552.37,Operations,4.26,False,1.0
786,John Wilcox,38,waguirre@hotmail.com,2022-12-30,85551.42,Marketing,1.87,True,5.0
787,Larry Hodge,38,fgarcia@hotmail.com,2020-12-07,112295.9,Finance,4.9,True,77.0
788,Courtney Lewis,57,umendez@yahoo.com,2016-02-09,103222.35,Legal,1.65,True,1.0
789,Jason Kaufman,52,ibuckley@sullivan.info,2015-04-30,74877.54,Legal,2.16,True,99.0
790,Maria Ruiz,64,gluna@gmail.com,2018-09-02,83209.83,IT,1.72,True,17.0
791,Dawn Myers,48,carmen99@hotmail.com,2020-09-26,95816.35,Sales,2.38,True,15.0
792,Justin Rodriguez,45,nharris@romero.com,2014-09-12,106178.35,Legal,2.92,True,52.0
793,Jeremy Long,54,dixondennis@anderson.biz,2013-10-13,35235.88,Finance,3.09,True,49.0
794,Dylan Garcia,27,kennedychloe@yahoo.com,2020-11-24,99732.35,Operations,4.41,False,100.0
795,Robert Brown,26,ramirezkarla@perez-nelson.com,2017-11-14,70275.31,Legal,4.56,False,61.0
796,Michael Mcintosh,38,joannajohnson@salazar-frederick.com,2018-11-05,89471.87,Operations,1.88,False,3.0
797,Beverly Jensen,41,davenportpatrick@rios.com,2023-03-16,98816.97,Legal,3.49,False,40.0
798,Elizabeth Herman,57,sydney13@williams-bray.info,2017-09-06,78555.17,HR,1.45,True,80.0
799,Diane Nelson,61,mclaughlinkayla@gmail.com,2022-02-22,44266.34,Marketing,2.84,False,17.0
800,Anna Fuller,60,johnsonchristopher@boyd-brown.com,2019-07-17,66857.41,Legal,2.29,False,10.0
801,Kelly Hall,31,caldwellrenee@yahoo.com,2015-12-11,36918.57,Legal,2.27,True,89.0
802,Michael Hall,65,erollins@thomas-mayo.net,2012-06-24,92037.06,IT,2.93,False,50.0
803,Lindsay Brown,27,jamie64@yahoo.com,2016-04-24,115833.56,HR,3.92,False,82.0
804,Kimberly Phillips,45,thomasalvarez@gmail.com,2021-08-05,101572.75,Legal,1.28,True,74.0
805,Daniel Hawkins,44,ywilson@gonzalez-meyer.com,2020-05-13,65080.78,Sales,4.52,False,95.0
806,Jeremiah Lloyd,55,garciaadam@yahoo.com,2015-12-25,82586.23,Sales,3.94,False,28.0
807,Douglas Salinas,52,charles19@yahoo.com,2012-07-12,57378.06,Finance,1.71,True,6.0
808,Shelby Benjamin,24,yharrison@gmail.com,2024-01-21,78694.1,Legal,4.76,False,26.0
809,Christopher Roberson,59,bmyers@barron.com,2019-01-24,57065.42,IT,3.03,False,52.0
810,Kelly Mckinney,63,sierrachen@hotmail.com,2012-02-01,96449.23,Sales,5.0,False,3.0
811,Charles Ford,55,gvang@lang.com,2021-09-09,53340.74,Finance,1.79,False,6.0
812,Jeffrey Herrera,24,marybeard@williams.com,2012-08-20,116761.84,Legal,3.14,False,76.0
813,Tyler George,39,jamesmendez@gmail.com,2021-04-09,89575.39,Operations,2.16,False,100.0
814,Joshua Torres,21,weisstyler@gmail.com,2020-06-02,36190.01,HR,2.22,False,51.0
815,Cody Perez,29,thomasstuart@thompson.info,2010-10-10,30970.0,HR,3.36,True,16.0
816,Amanda Knight,60,kgordon@hayden.org,2024-05-28,119734.17,HR,4.69,True,71.0
817,Lisa Moody,29,awilliams@velasquez.com,2017-09-13,49845.5,Sales,4.22,True,93.0
818,Daniel Duncan,47,ronaldjones@peterson.info,2022-03-13,58130.65,Finance,3.9,True,90.0
819,Michael Banks,32,leah54@yahoo.com,2018-05-01,48757.26,HR,3.24,True,38.0
820,Melissa Burns,37,thomaswong@smith-knight.com,2011-08-18,113529.16,Marketing,4.69,True,52.0
821,Joshua Olson,44,tfields@yahoo.com,2016-08-03,88681.16,Operations,2.97,True,51.0
